12 0 12 [1, 0, 3, 6, 5, 2, 7, 4]
9 1 8 [1, 2, 3, 6, 5, 0, 7, 4]
10 2 8 [1, 2, 3, 6, 5, 7, 0, 4]
9 3 6 [1, 2, 3, 6, 5, 7, 4, 0]
12 2 10 [1, 2, 3, 6, 0, 5, 7, 4]
8 4 4 [1, 2, 3, 6, 4, 5, 7, 0]
11 5 6 [1, 2, 3, 6, 4, 5, 0, 7]
13 7 6 [0, 2, 3, 6, 4, 5, 7, 1]
13 5 8 [1, 2, 3, 0, 4, 5, 7, 6]
13 1 12 [0, 1, 3, 6, 5, 2, 7, 4]
14 8 6 [1, 2, 3, 4, 0, 5, 7, 6]
8 6 2 [1, 2, 3, 4, 6, 5, 7, 0]
13 9 4 [1, 2, 3, 4, 5, 0, 7, 6]
11 7 4 [1, 2, 3, 4, 5, 7, 0, 6]
13 11 2 [1, 2, 3, 4, 5, 7, 6, 0]
14 6 8 [0, 2, 3, 6, 5, 7, 4, 1]
14 6 8 [1, 2, 3, 6, 4, 0, 5, 7]
14 6 8 [1, 2, 0, 3, 4, 5, 7, 6]
14 4 10 [1, 2, 3, 0, 5, 7, 4, 6]
14 4 10 [2, 1, 3, 6, 5, 0, 7, 4]
14 4 10 [4, 1, 3, 6, 5, 2, 7, 0]
15 11 4 [1, 2, 3, 4, 6, 5, 0, 7]
15 7 8 [0, 2, 3, 1, 4, 5, 7, 6]
15 7 8 [1, 0, 2, 3, 4, 5, 7, 6]
15 5 10 [1, 2, 3, 0, 6, 5, 7, 4]
15 5 10 [1, 2, 0, 3, 5, 7, 4, 6]
12 6 6 [1, 2, 4, 3, 5, 7, 0, 6]
11 7 4 [1, 2, 4, 3, 5, 7, 6, 0]
13 7 6 [1, 2, 4, 3, 5, 0, 7, 6]
15 5 10 [2, 1, 3, 6, 5, 7, 0, 4]
14 6 8 [2, 1, 3, 6, 5, 7, 4, 0]
15 3 12 [0, 2, 3, 6, 1, 5, 7, 4]
15 1 14 [1, 3, 0, 6, 5, 2, 7, 4]
12 2 10 [1, 3, 7, 6, 5, 2, 0, 4]
11 3 8 [1, 3, 7, 6, 5, 2, 4, 0]
