17 7 10 [2, 0, 3, 1, 4, 6, 5, 7]
16 8 8 [0, 2, 3, 1, 4, 6, 5, 7]
18 10 8 [1, 2, 3, 0, 4, 6, 5, 7]
17 13 4 [1, 2, 3, 5, 4, 6, 0, 7]
16 14 2 [1, 2, 3, 5, 4, 6, 7, 0]
17 11 6 [1, 2, 3, 7, 4, 6, 5, 0]
18 6 12 [7, 3, 1, 4, 2, 0, 6, 5]
18 6 12 [3, 0, 1, 5, 2, 6, 7, 4]
17 7 10 [0, 3, 1, 5, 2, 6, 7, 4]
18 6 12 [1, 0, 5, 4, 3, 2, 6, 7]
15 7 8 [1, 2, 5, 4, 3, 0, 6, 7]
14 8 6 [1, 2, 5, 4, 3, 6, 0, 7]
13 9 4 [1, 2, 5, 4, 3, 6, 7, 0]
17 9 8 [1, 2, 0, 4, 3, 6, 5, 7]
18 12 6 [0, 2, 5, 4, 3, 6, 7, 1]
18 10 8 [1, 0, 2, 4, 3, 6, 5, 7]
18 8 10 [1, 2, 5, 4, 0, 3, 6, 7]
18 10 8 [1, 2, 5, 4, 7, 3, 6, 0]
18 6 12 [3, 1, 4, 2, 6, 0, 5, 7]
17 7 10 [3, 1, 4, 2, 6, 5, 0, 7]
16 8 8 [3, 1, 4, 2, 6, 5, 7, 0]
18 4 14 [6, 3, 1, 4, 2, 0, 5, 7]
17 5 12 [6, 3, 1, 4, 2, 5, 0, 7]
15 11 4 [7, 2, 3, 4, 5, 6, 1, 0]
14 8 6 [4, 3, 5, 7, 2, 1, 6, 0]
19 13 6 [1, 2, 3, 4, 7, 6, 0, 5]
19 13 6 [1, 3, 7, 5, 2, 6, 0, 4]
18 14 4 [1, 3, 7, 5, 2, 6, 4, 0]
19 11 8 [6, 2, 3, 4, 0, 5, 7, 1]
18 12 6 [6, 2, 3, 4, 5, 0, 7, 1]
19 13 6 [6, 2, 3, 4, 5, 7, 0, 1]
19 11 8 [0, 1, 4, 3, 6, 5, 7, 2]
19 11 8 [2, 5, 3, 4, 6, 7, 0, 1]
19 11 8 [2, 5, 3, 4, 0, 6, 7, 1]
18 14 4 [2, 0, 3, 4, 5, 6, 7, 1]
17 15 2 [0, 2, 3, 4, 5, 6, 7, 1]
16 16 0 [1, 2, 3, 4, 5, 6, 7, 0]
19 11 8 [1, 0, 5, 7, 3, 2, 6, 4]
19 11 8 [1, 0, 7, 5, 2, 6, 4, 3]
19 11 8 [6, 2, 3, 4, 7, 5, 0, 1]
19 11 8 [2, 5, 3, 4, 7, 6, 0, 1]
19 11 8 [3, 1, 7, 5, 4, 2, 0, 6]
19 11 8 [5, 2, 3, 4, 7, 6, 1, 0]
19 11 8 [1, 3, 4, 7, 2, 6, 0, 5]
19 11 8 [7, 2, 3, 1, 4, 6, 5, 0]
19 11 8 [1, 2, 0, 3, 4, 6, 5, 7]
18 12 6 [1, 2, 5, 3, 4, 6, 0, 7]
17 13 4 [1, 2, 5, 3, 4, 6, 7, 0]
19 11 8 [1, 2, 5, 4, 0, 6, 7, 3]
19 11 8 [0, 1, 2, 4, 3, 6, 5, 7]
19 9 10 [2, 3, 7, 4, 6, 5, 0, 1]
19 9 10 [2, 3, 4, 0, 6, 5, 7, 1]
18 10 8 [2, 3, 4, 1, 6, 5, 7, 0]
19 11 8 [0, 3, 4, 2, 6, 5, 7, 1]
18 8 10 [3, 0, 1, 4, 6, 5, 7, 2]
19 9 10 [4, 1, 5, 3, 2, 6, 7, 0]
19 9 10 [1, 3, 5, 4, 0, 2, 6, 7]
15 11 4 [1, 3, 5, 4, 7, 2, 6, 0]
18 12 6 [1, 3, 5, 4, 7, 2, 0, 6]
19 9 10 [7, 3, 5, 4, 2, 1, 0, 6]
19 9 10 [0, 1, 4, 5, 2, 6, 7, 3]
19 9 10 [2, 3, 5, 4, 7, 0, 6, 1]
19 9 10 [2, 0, 1, 4, 5, 3, 7, 6]
18 10 8 [0, 2, 1, 4, 5, 3, 7, 6]
19 9 10 [2, 3, 0, 5, 4, 6, 1, 7]
18 10 8 [2, 0, 3, 5, 4, 6, 1, 7]
17 11 6 [0, 2, 3, 5, 4, 6, 1, 7]
19 9 10 [2, 3, 1, 5, 4, 0, 6, 7]
19 9 10 [7, 1, 4, 2, 3, 6, 5, 0]
19 9 10 [3, 1, 4, 5, 6, 0, 7, 2]
19 9 10 [0, 5, 3, 4, 2, 6, 1, 7]
19 9 10 [3, 0, 1, 5, 7, 2, 6, 4]
18 10 8 [0, 3, 1, 5, 7, 2, 6, 4]
19 9 10 [0, 1, 7, 5, 3, 2, 6, 4]
19 9 10 [7, 2, 3, 4, 0, 6, 1, 5]
19 9 10 [2, 3, 4, 1, 6, 5, 0, 7]
19 9 10 [3, 1, 4, 7, 5, 2, 0, 6]
19 9 10 [2, 3, 5, 0, 4, 6, 7, 1]
19 11 8 [0, 3, 5, 2, 4, 6, 7, 1]
19 7 12 [7, 3, 0, 4, 2, 6, 5, 1]
16 8 8 [7, 3, 5, 4, 2, 6, 0, 1]
17 9 8 [7, 3, 5, 4, 2, 6, 1, 0]
17 9 8 [7, 3, 5, 4, 2, 0, 6, 1]
19 7 12 [2, 1, 4, 0, 3, 6, 5, 7]
18 8 10 [2, 1, 4, 7, 3, 6, 5, 0]
19 7 12 [3, 0, 5, 4, 6, 1, 7, 2]
18 8 10 [0, 3, 5, 4, 6, 1, 7, 2]
19 11 8 [1, 3, 5, 4, 6, 0, 7, 2]
19 11 8 [2, 3, 5, 4, 6, 1, 7, 0]
19 7 12 [3, 1, 5, 2, 0, 6, 7, 4]
17 9 8 [3, 1, 5, 2, 4, 6, 7, 0]
19 7 12 [2, 1, 5, 3, 0, 6, 7, 4]
15 9 6 [2, 1, 5, 3, 4, 6, 7, 0]
18 10 8 [2, 1, 5, 3, 4, 6, 0, 7]
19 7 12 [3, 1, 5, 0, 4, 2, 6, 7]
19 9 10 [0, 1, 5, 3, 4, 2, 6, 7]
19 7 12 [2, 0, 4, 3, 6, 1, 5, 7]
18 8 10 [0, 2, 4, 3, 6, 1, 5, 7]
19 11 8 [1, 2, 4, 3, 6, 0, 5, 7]
18 12 6 [1, 2, 4, 3, 6, 5, 0, 7]
17 13 4 [1, 2, 4, 3, 6, 5, 7, 0]
19 7 12 [2, 3, 1, 7, 4, 6, 0, 5]
19 7 12 [2, 1, 5, 4, 6, 0, 3, 7]
19 7 12 [3, 0, 1, 4, 2, 6, 7, 5]
18 8 10 [0, 3, 1, 4, 2, 6, 7, 5]
19 9 10 [2, 3, 1, 4, 0, 6, 7, 5]
15 11 4 [2, 3, 1, 4, 5, 6, 7, 0]
18 12 6 [2, 3, 1, 4, 5, 6, 0, 7]
19 7 12 [7, 3, 1, 4, 6, 0, 5, 2]
18 8 10 [7, 3, 1, 4, 6, 5, 0, 2]
19 9 10 [7, 3, 1, 4, 6, 5, 2, 0]
19 7 12 [2, 3, 5, 4, 1, 0, 6, 7]
18 8 10 [2, 3, 5, 4, 1, 6, 0, 7]
17 9 8 [2, 3, 5, 4, 1, 6, 7, 0]
19 7 12 [1, 0, 4, 7, 2, 6, 5, 3]
19 7 12 [3, 0, 1, 5, 2, 6, 4, 7]
18 8 10 [0, 3, 1, 5, 2, 6, 4, 7]
19 11 8 [7, 3, 1, 5, 2, 6, 4, 0]
19 7 12 [1, 4, 3, 0, 2, 6, 5, 7]
18 10 8 [1, 4, 3, 5, 2, 6, 0, 7]
17 11 6 [1, 4, 3, 5, 2, 6, 7, 0]
18 8 10 [1, 4, 3, 7, 2, 6, 5, 0]
19 9 10 [1, 4, 3, 7, 2, 6, 0, 5]
19 7 12 [0, 1, 4, 7, 3, 2, 6, 5]
19 5 14 [3, 5, 0, 4, 2, 1, 6, 7]
19 5 14 [3, 1, 4, 7, 0, 6, 5, 2]
19 5 14 [3, 6, 1, 4, 0, 5, 7, 2]
18 6 12 [0, 6, 1, 4, 3, 5, 7, 2]
18 6 12 [3, 6, 1, 4, 5, 0, 7, 2]
15 7 8 [3, 0, 1, 4, 5, 6, 7, 2]
16 8 8 [3, 1, 0, 4, 5, 6, 7, 2]
19 9 10 [2, 6, 1, 4, 3, 5, 7, 0]
19 9 10 [3, 1, 7, 4, 5, 6, 0, 2]
19 7 12 [6, 0, 1, 4, 3, 5, 7, 2]
19 7 12 [3, 6, 1, 4, 5, 7, 0, 2]
19 3 16 [4, 3, 1, 0, 2, 6, 5, 7]
14 4 10 [4, 3, 1, 7, 2, 6, 5, 0]
15 5 10 [4, 3, 1, 7, 2, 6, 0, 5]
16 6 10 [4, 3, 1, 7, 2, 0, 6, 5]
17 7 10 [0, 3, 1, 7, 2, 6, 5, 4]
18 6 12 [4, 3, 1, 5, 2, 6, 0, 7]
18 6 12 [4, 3, 0, 7, 2, 6, 1, 5]
19 7 12 [4, 3, 0, 7, 2, 6, 5, 1]
14 8 6 [4, 3, 5, 7, 2, 6, 0, 1]
15 9 6 [4, 3, 5, 7, 2, 6, 1, 0]
15 9 6 [4, 3, 5, 7, 2, 0, 6, 1]
18 12 6 [0, 3, 5, 7, 2, 6, 1, 4]
18 10 8 [4, 3, 5, 7, 0, 2, 6, 1]
15 11 4 [0, 3, 5, 7, 4, 2, 6, 1]
16 14 2 [1, 3, 5, 7, 4, 2, 6, 0]
18 12 6 [3, 0, 5, 7, 4, 2, 6, 1]
19 15 4 [1, 3, 5, 7, 4, 2, 0, 6]
19 7 12 [4, 3, 1, 7, 0, 2, 6, 5]
16 8 8 [0, 3, 1, 7, 4, 2, 6, 5]
17 11 6 [5, 3, 1, 7, 4, 2, 6, 0]
17 9 8 [4, 3, 1, 7, 5, 2, 6, 0]
19 9 10 [3, 0, 1, 7, 4, 2, 6, 5]
19 7 12 [4, 3, 1, 5, 2, 0, 6, 7]
19 7 12 [4, 0, 3, 7, 2, 6, 1, 5]
19 3 16 [3, 6, 0, 4, 2, 5, 1, 7]
18 4 14 [3, 0, 6, 4, 2, 5, 1, 7]
17 5 12 [0, 3, 6, 4, 2, 5, 1, 7]
18 6 12 [2, 3, 6, 4, 0, 5, 1, 7]
17 7 10 [2, 3, 6, 4, 5, 0, 1, 7]
18 8 10 [2, 3, 6, 4, 7, 5, 1, 0]
18 8 10 [2, 3, 6, 4, 5, 1, 0, 7]
17 9 8 [2, 3, 6, 4, 5, 1, 7, 0]
19 9 10 [2, 3, 6, 4, 7, 5, 0, 1]
19 9 10 [2, 3, 0, 4, 5, 1, 6, 7]
18 10 8 [2, 0, 3, 4, 5, 1, 6, 7]
17 11 6 [2, 1, 3, 4, 5, 0, 6, 7]
16 12 4 [2, 1, 3, 4, 5, 6, 0, 7]
15 13 2 [2, 1, 3, 4, 5, 6, 7, 0]
17 11 6 [0, 2, 3, 4, 5, 1, 6, 7]
18 14 4 [1, 2, 3, 4, 5, 0, 6, 7]
17 15 2 [1, 2, 3, 4, 5, 6, 0, 7]
20 16 4 [7, 2, 3, 4, 5, 6, 0, 1]
20 16 4 [0, 1, 3, 4, 5, 6, 7, 2]
20 14 6 [1, 3, 5, 7, 0, 2, 6, 4]
20 14 6 [0, 1, 5, 7, 4, 2, 6, 3]
20 14 6 [1, 2, 3, 4, 0, 6, 5, 7]
20 14 6 [0, 2, 3, 4, 5, 1, 7, 6]
20 14 6 [1, 2, 3, 5, 4, 0, 6, 7]
20 14 6 [6, 2, 3, 4, 5, 7, 1, 0]
20 14 6 [1, 3, 4, 2, 6, 5, 7, 0]
17 11 6 [0, 3, 5, 4, 7, 2, 6, 1]
20 14 6 [7, 2, 3, 5, 4, 6, 1, 0]
20 14 6 [1, 3, 5, 2, 4, 6, 7, 0]
20 14 6 [0, 3, 1, 4, 5, 6, 7, 2]
20 14 6 [7, 2, 3, 4, 5, 1, 6, 0]
20 12 8 [7, 2, 3, 4, 6, 0, 5, 1]
20 12 8 [1, 3, 5, 4, 0, 6, 7, 2]
20 12 8 [4, 1, 5, 3, 7, 2, 6, 0]
20 12 8 [2, 3, 0, 5, 4, 6, 7, 1]
19 13 6 [2, 0, 3, 5, 4, 6, 7, 1]
20 12 8 [0, 3, 1, 5, 4, 6, 7, 2]
20 12 8 [7, 2, 3, 4, 1, 6, 5, 0]
20 12 8 [2, 3, 0, 4, 5, 6, 1, 7]
20 12 8 [4, 3, 7, 5, 2, 1, 6, 0]
20 12 8 [1, 2, 3, 7, 4, 6, 0, 5]
20 12 8 [1, 2, 0, 4, 3, 6, 7, 5]
20 12 8 [1, 0, 4, 3, 6, 5, 7, 2]
20 12 8 [2, 5, 3, 4, 6, 7, 1, 0]
20 12 8 [0, 5, 3, 4, 2, 6, 7, 1]
20 12 8 [5, 2, 3, 4, 7, 6, 0, 1]
20 12 8 [1, 3, 4, 7, 2, 6, 5, 0]
20 12 8 [1, 0, 2, 3, 4, 6, 5, 7]
20 12 8 [1, 2, 5, 4, 6, 0, 7, 3]
20 12 8 [1, 3, 5, 0, 7, 2, 6, 4]
18 10 8 [2, 3, 5, 7, 4, 6, 0, 1]
20 12 8 [2, 3, 5, 4, 0, 6, 7, 1]
20 12 8 [1, 3, 5, 4, 6, 7, 0, 2]
18 10 8 [0, 1, 5, 3, 4, 6, 7, 2]
20 12 8 [7, 1, 5, 3, 4, 2, 6, 0]
20 12 8 [1, 2, 4, 3, 0, 6, 5, 7]
20 14 6 [1, 2, 4, 3, 7, 6, 5, 0]
20 12 8 [4, 3, 5, 7, 1, 2, 6, 0]
20 12 8 [5, 3, 1, 7, 4, 2, 0, 6]
20 12 8 [0, 3, 1, 7, 5, 2, 6, 4]
20 12 8 [2, 1, 3, 4, 0, 5, 6, 7]
20 14 6 [2, 1, 3, 4, 7, 5, 6, 0]
20 10 10 [5, 2, 3, 4, 6, 0, 1, 7]
20 10 10 [3, 1, 5, 7, 0, 6, 4, 2]
20 10 10 [0, 1, 4, 3, 7, 6, 5, 2]
20 10 10 [2, 1, 4, 3, 0, 5, 7, 6]
19 11 8 [2, 1, 4, 3, 5, 0, 7, 6]
20 12 8 [2, 1, 4, 3, 5, 7, 0, 6]
19 13 6 [2, 1, 4, 3, 5, 7, 6, 0]
20 10 10 [7, 2, 1, 4, 3, 6, 0, 5]
20 10 10 [3, 5, 0, 7, 2, 1, 6, 4]
20 10 10 [1, 3, 0, 4, 2, 6, 5, 7]
20 10 10 [2, 0, 1, 4, 3, 5, 7, 6]
19 11 8 [0, 2, 1, 4, 3, 5, 7, 6]
20 10 10 [2, 3, 0, 4, 5, 7, 1, 6]
19 11 8 [2, 0, 3, 4, 5, 7, 1, 6]
20 10 10 [3, 2, 1, 4, 7, 6, 0, 5]
20 10 10 [3, 1, 5, 6, 7, 2, 0, 4]
19 11 8 [3, 1, 5, 6, 7, 2, 4, 0]
20 10 10 [7, 3, 1, 2, 4, 6, 5, 0]
20 10 10 [0, 1, 5, 4, 6, 3, 7, 2]
20 10 10 [3, 2, 0, 4, 6, 5, 1, 7]
20 10 10 [1, 4, 5, 3, 0, 6, 7, 2]
20 10 10 [4, 3, 1, 5, 2, 6, 7, 0]
20 10 10 [1, 2, 4, 0, 3, 6, 5, 7]
19 13 6 [1, 2, 4, 5, 3, 6, 0, 7]
18 14 4 [1, 2, 4, 5, 3, 6, 7, 0]
19 11 8 [1, 2, 4, 7, 3, 6, 5, 0]
20 10 10 [2, 3, 7, 4, 6, 5, 1, 0]
20 10 10 [3, 1, 0, 4, 6, 5, 7, 2]
20 10 10 [7, 3, 5, 4, 2, 0, 1, 6]
20 10 10 [1, 0, 4, 5, 2, 6, 7, 3]
20 10 10 [2, 3, 5, 4, 0, 7, 6, 1]
17 11 6 [0, 3, 5, 4, 2, 7, 6, 1]
18 14 4 [1, 3, 5, 4, 2, 7, 6, 0]
20 12 8 [3, 0, 5, 4, 2, 7, 6, 1]
20 10 10 [2, 1, 0, 4, 5, 3, 7, 6]
20 10 10 [3, 1, 4, 5, 6, 7, 0, 2]
20 10 10 [1, 0, 7, 5, 3, 2, 6, 4]
20 10 10 [7, 2, 3, 4, 6, 0, 1, 5]
20 10 10 [3, 1, 0, 7, 5, 2, 4, 6]
20 10 10 [7, 3, 5, 4, 0, 2, 6, 1]
20 10 10 [3, 1, 5, 2, 4, 6, 0, 7]
20 10 10 [1, 0, 5, 3, 4, 2, 6, 7]
20 10 10 [2, 3, 1, 4, 6, 0, 7, 5]
20 10 10 [1, 4, 3, 2, 0, 6, 5, 7]
20 12 8 [1, 4, 3, 2, 7, 6, 5, 0]
20 10 10 [1, 4, 3, 7, 2, 0, 6, 5]
